platform,source,date,post_time,day_of_week,is_weekend,content_type,hashtags,likes,comments,shares,views,engagement_rate,engagement_level
Unknown,mediarates_dataset,,2.0,,0,Text,,391,7.0,18,,3.4881,Medium
Unknown,mediarates_dataset,,19.0,,1,Image,,214,58.0,16,,2.0227,Low
Unknown,mediarates_dataset,,5.0,,0,Video,,461,89.0,43,,4.7099,Medium
Unknown,mediarates_dataset,,23.0,,1,Text,,54,38.0,48,,0.6774,Low
Unknown,mediarates_dataset,,2.0,,1,Image,,26,27.0,2,,3.8359,Medium
Unknown,mediarates_dataset,,11.0,,1,Image,,117,88.0,42,,4.2242,Medium
Unknown,mediarates_dataset,,18.0,,1,Image,,220,60.0,48,,4.8554,Medium
Unknown,mediarates_dataset,,3.0,,0,Video,,294,81.0,7,,2.8852,Low
Unknown,mediarates_dataset,,1.0,,1,Image,,400,29.0,6,,1.61,Low
Unknown,mediarates_dataset,,12.0,,1,Video,,232,12.0,45,,2.5683,Low
Unknown,mediarates_dataset,,1.0,,0,Text,,436,92.0,35,,3.0076,Medium
Unknown,mediarates_dataset,,21.0,,0,Text,,20,81.0,23,,1.759,Low
Unknown,mediarates_dataset,,23.0,,1,Image,,402,12.0,0,,3.0423,Medium
Unknown,mediarates_dataset,,15.0,,1,Video,,52,42.0,48,,0.8966,Low
Unknown,mediarates_dataset,,11.0,,1,Video,,274,84.0,24,,2.3615,Low
Unknown,mediarates_dataset,,8.0,,1,Text,,280,20.0,15,,3.6203,Medium
Unknown,mediarates_dataset,,17.0,,1,Image,,336,39.0,28,,2.7419,Low
Unknown,mediarates_dataset,,6.0,,1,Video,,22,14.0,27,,2.4827,Low
Unknown,mediarates_dataset,,14.0,,0,Image,,73,73.0,19,,2.6428,Low
Unknown,mediarates_dataset,,8.0,,1,Text,,9,94.0,15,,1.4158,Low
Unknown,mediarates_dataset,,22.0,,1,Text,,455,86.0,40,,2.6428,Low
Unknown,mediarates_dataset,,19.0,,0,Text,,53,51.0,13,,4.4987,Medium
Unknown,mediarates_dataset,,5.0,,0,Video,,159,56.0,25,,2.8044,Low
Unknown,mediarates_dataset,,4.0,,0,Image,,13,8.0,6,,0.715,Low
Unknown,mediarates_dataset,,8.0,,1,Text,,177,53.0,32,,2.085,Low
Unknown,mediarates_dataset,,22.0,,0,Video,,365,43.0,44,,2.2822,Low
Unknown,mediarates_dataset,,20.0,,0,Video,,52,74.0,2,,2.4116,Low
Unknown,mediarates_dataset,,4.0,,1,Text,,407,97.0,3,,2.235,Low
Unknown,mediarates_dataset,,10.0,,0,Image,,334,79.0,25,,4.6194,Medium
Unknown,mediarates_dataset,,12.0,,1,Image,,190,14.0,13,,4.9477,Medium
Unknown,mediarates_dataset,,17.0,,0,Text,,58,77.0,48,,1.6802,Low
Unknown,mediarates_dataset,,17.0,,0,Text,,11,26.0,32,,3.9508,Medium
Unknown,mediarates_dataset,,9.0,,0,Image,,118,61.0,12,,1.7073,Low
Unknown,mediarates_dataset,,17.0,,0,Text,,461,64.0,23,,3.7465,Medium
Unknown,mediarates_dataset,,13.0,,0,Text,,337,61.0,43,,2.6428,Low
Unknown,mediarates_dataset,,15.0,,1,Image,,353,42.0,20,,3.9859,Medium
Unknown,mediarates_dataset,,17.0,,0,Video,,74,16.0,47,,2.9872,Low
Unknown,mediarates_dataset,,15.0,,0,Image,,203,31.0,39,,1.0676,Low
Unknown,mediarates_dataset,,12.0,,0,Image,,48,92.0,1,,2.8829,Low
Unknown,mediarates_dataset,,19.0,,1,Text,,78,84.0,41,,1.7099,Low
Unknown,mediarates_dataset,,22.0,,0,Image,,348,55.0,12,,3.1787,Medium
Unknown,mediarates_dataset,,0.0,,1,Image,,273,85.0,16,,4.8597,Medium
Unknown,mediarates_dataset,,5.0,,1,Text,,95,49.0,47,,2.679,Low
Unknown,mediarates_dataset,,2.0,,1,Text,,213,36.0,1,,0.7862,Low
Unknown,mediarates_dataset,,3.0,,1,Video,,208,53.0,19,,4.2849,Medium
Unknown,mediarates_dataset,,2.0,,0,Video,,305,98.0,11,,1.9413,Low
Unknown,mediarates_dataset,,7.0,,0,Video,,424,87.0,1,,1.3606,Low
Unknown,mediarates_dataset,,6.0,,1,Text,,389,48.0,35,,3.2694,Medium
Unknown,mediarates_dataset,,20.0,,1,Text,,427,65.0,15,,0.6849,Low
Unknown,mediarates_dataset,,5.0,,1,Video,,376,62.0,18,,2.0628,Low
Unknown,mediarates_dataset,,15.0,,0,Video,,319,82.0,33,,2.6428,Low
Unknown,mediarates_dataset,,9.0,,1,Text,,120,18.0,12,,4.1516,Medium
Unknown,mediarates_dataset,,20.0,,0,Image,,64,55.0,35,,0.7491,Low
Unknown,mediarates_dataset,,10.0,,0,Image,,427,85.0,6,,4.2075,Medium
Unknown,mediarates_dataset,,1.0,,0,Video,,99,48.0,47,,4.8602,Medium
Unknown,mediarates_dataset,,2.0,,1,Image,,337,42.0,18,,3.7128,Medium
Unknown,mediarates_dataset,,10.0,,0,Video,,398,35.0,5,,4.661,Medium
Unknown,mediarates_dataset,,17.0,,1,Video,,306,57.0,19,,2.8271,Low
Unknown,mediarates_dataset,,14.0,,0,Image,,82,51.0,42,,2.8768,Low
Unknown,mediarates_dataset,,10.0,,1,Image,,197,31.0,47,,3.1662,Medium
Unknown,mediarates_dataset,,18.0,,0,Image,,459,59.0,10,,0.5452,Low
Unknown,mediarates_dataset,,4.0,,1,Video,,420,57.0,2,,2.711,Low
Unknown,mediarates_dataset,,9.0,,1,Video,,185,55.0,22,,2.2262,Low
Unknown,mediarates_dataset,,13.0,,0,Image,,470,27.0,36,,2.4097,Low
Unknown,mediarates_dataset,,1.0,,1,Text,,416,81.0,2,,1.8452,Low
Unknown,mediarates_dataset,,17.0,,0,Video,,315,47.0,28,,2.6428,Low
Unknown,mediarates_dataset,,18.0,,0,Text,,216,96.0,16,,4.8471,Medium
Unknown,mediarates_dataset,,4.0,,1,Text,,119,62.0,25,,1.0879,Low
Unknown,mediarates_dataset,,19.0,,0,Text,,438,75.0,20,,2.1733,Low
Unknown,mediarates_dataset,,10.0,,1,Image,,174,87.0,20,,1.498,Low
Unknown,mediarates_dataset,,17.0,,0,Text,,22,79.0,10,,4.0121,Medium
Unknown,mediarates_dataset,,22.0,,1,Video,,404,37.0,7,,0.8603,Low
Unknown,mediarates_dataset,,9.0,,1,Text,,234,26.0,41,,2.635,Low
Unknown,mediarates_dataset,,21.0,,0,Video,,12,8.0,23,,0.5449,Low
Unknown,mediarates_dataset,,22.0,,1,Image,,100,15.0,34,,0.8814,Low
Unknown,mediarates_dataset,,21.0,,0,Video,,23,75.0,13,,2.6428,Low
Unknown,mediarates_dataset,,10.0,,0,Video,,363,30.0,9,,4.6181,Medium
Unknown,mediarates_dataset,,18.0,,0,Image,,10,87.0,11,,4.3453,Medium
Unknown,mediarates_dataset,,16.0,,1,Text,,272,13.0,37,,3.5743,Medium
Unknown,mediarates_dataset,,23.0,,1,Text,,451,24.0,43,,0.7355,Low
Unknown,mediarates_dataset,,13.0,,1,Video,,93,23.0,40,,4.0959,Medium
Unknown,mediarates_dataset,,19.0,,0,Text,,200,72.0,9,,2.7882,Low
Unknown,mediarates_dataset,,5.0,,1,Text,,210,9.0,30,,4.9134,Medium
Unknown,mediarates_dataset,,8.0,,0,Text,,139,82.0,0,,1.2006,Low
Unknown,mediarates_dataset,,20.0,,0,Image,,292,66.0,11,,1.5155,Low
Unknown,mediarates_dataset,,11.0,,0,Text,,297,23.0,38,,1.4531,Low
Unknown,mediarates_dataset,,7.0,,1,Image,,400,4.0,3,,4.0664,Medium
Unknown,mediarates_dataset,,23.0,,0,Text,,100,66.0,41,,1.3411,Low
Unknown,mediarates_dataset,,5.0,,0,Text,,27,79.0,41,,0.6117,Low
Unknown,mediarates_dataset,,4.0,,0,Text,,40,14.0,20,,4.2586,Medium
Unknown,mediarates_dataset,,18.0,,1,Text,,354,34.0,21,,2.1442,Low
Unknown,mediarates_dataset,,8.0,,0,Video,,461,46.0,1,,0.5409,Low
Unknown,mediarates_dataset,,14.0,,1,Video,,360,94.0,9,,3.5119,Medium
Unknown,mediarates_dataset,,18.0,,1,Text,,379,49.0,33,,4.4972,Medium
Unknown,mediarates_dataset,,14.0,,1,Text,,454,83.0,5,,2.5697,Low
Unknown,mediarates_dataset,,18.0,,1,Text,,12,86.0,10,,2.6428,Low
Unknown,mediarates_dataset,,9.0,,0,Text,,30,0.0,10,,0.8875,Low
Unknown,mediarates_dataset,,18.0,,1,Video,,385,88.0,35,,3.0161,Medium
Unknown,mediarates_dataset,,14.0,,0,Text,,136,29.0,20,,1.15,Low
Unknown,mediarates_dataset,,22.0,,0,Video,,458,88.0,7,,2.8482,Low
Unknown,mediarates_dataset,,2.0,,0,Image,,309,83.0,35,,3.1354,Medium
Unknown,mediarates_dataset,,17.0,,0,Image,,469,85.0,41,,3.9245,Medium
Unknown,mediarates_dataset,,19.0,,1,Video,,99,61.0,13,,2.1483,Low
Unknown,mediarates_dataset,,14.0,,0,Video,,172,14.0,20,,4.7983,Medium
Unknown,mediarates_dataset,,6.0,,0,Video,,236,51.0,21,,1.5807,Low
Unknown,mediarates_dataset,,20.0,,0,Video,,392,45.0,43,,1.3272,Low
Unknown,mediarates_dataset,,22.0,,0,Text,,215,24.0,49,,3.0962,Medium
Unknown,mediarates_dataset,,12.0,,1,Text,,291,4.0,19,,3.6366,Medium
Unknown,mediarates_dataset,,14.0,,0,Text,,273,69.0,23,,3.0205,Medium
Unknown,mediarates_dataset,,20.0,,1,Image,,309,85.0,21,,4.6402,Medium
Unknown,mediarates_dataset,,1.0,,0,Image,,437,22.0,43,,1.7181,Low
Unknown,mediarates_dataset,,3.0,,1,Text,,64,63.0,9,,2.1672,Low
Unknown,mediarates_dataset,,14.0,,0,Text,,20,39.0,16,,4.4677,Medium
Unknown,mediarates_dataset,,5.0,,1,Video,,234,88.0,37,,3.828,Medium
Unknown,mediarates_dataset,,11.0,,1,Image,,312,74.0,7,,2.3464,Low
Unknown,mediarates_dataset,,6.0,,0,Video,,117,63.0,5,,0.7212,Low
Unknown,mediarates_dataset,,18.0,,1,Video,,53,4.0,20,,1.3598,Low
Unknown,mediarates_dataset,,12.0,,0,Text,,137,52.0,38,,4.0573,Medium
Unknown,mediarates_dataset,,11.0,,0,Text,,52,54.0,23,,2.5428,Low
Unknown,mediarates_dataset,,11.0,,1,Image,,43,36.0,32,,1.8575,Low
Unknown,mediarates_dataset,,21.0,,1,Video,,302,55.0,17,,2.2281,Low
Unknown,mediarates_dataset,,12.0,,0,Video,,52,58.0,27,,4.3448,Medium
Unknown,mediarates_dataset,,13.0,,1,Text,,73,92.0,31,,3.8705,Medium
Unknown,mediarates_dataset,,21.0,,0,Image,,45,68.0,11,,2.6428,Low
Unknown,mediarates_dataset,,11.0,,1,Image,,101,1.0,26,,4.6434,Medium
Unknown,mediarates_dataset,,19.0,,0,Video,,469,50.0,41,,3.1838,Medium
Unknown,mediarates_dataset,,23.0,,0,Image,,336,29.0,31,,2.1471,Low
Unknown,mediarates_dataset,,1.0,,1,Text,,397,91.0,25,,2.8548,Low
Unknown,mediarates_dataset,,6.0,,0,Text,,137,75.0,24,,1.0254,Low
Unknown,mediarates_dataset,,8.0,,0,Image,,162,38.0,10,,1.0808,Low
Unknown,mediarates_dataset,,4.0,,1,Image,,386,76.0,33,,4.7146,Medium
Unknown,mediarates_dataset,,21.0,,0,Video,,101,62.0,22,,4.4129,Medium
Unknown,mediarates_dataset,,14.0,,0,Text,,16,63.0,28,,3.9384,Medium
Unknown,mediarates_dataset,,0.0,,0,Text,,181,53.0,6,,0.6635,Low
Unknown,mediarates_dataset,,0.0,,0,Image,,28,72.0,20,,1.3985,Low
Unknown,mediarates_dataset,,4.0,,1,Text,,170,94.0,1,,2.1707,Low
Unknown,mediarates_dataset,,9.0,,0,Text,,377,55.0,32,,1.0095,Low
Unknown,mediarates_dataset,,3.0,,0,Text,,187,33.0,36,,2.3286,Low
Unknown,mediarates_dataset,,0.0,,1,Image,,345,30.0,33,,2.6828,Low
Unknown,mediarates_dataset,,22.0,,1,Text,,229,51.0,19,,2.9337,Low
Unknown,mediarates_dataset,,7.0,,1,Image,,320,88.0,34,,4.1826,Medium
Unknown,mediarates_dataset,,6.0,,1,Video,,174,39.0,7,,3.6479,Medium
Unknown,mediarates_dataset,,5.0,,1,Image,,103,64.0,43,,1.1228,Low
Unknown,mediarates_dataset,,21.0,,0,Text,,91,62.0,9,,3.4959,Medium
Unknown,mediarates_dataset,,14.0,,1,Video,,185,53.0,22,,2.861,Low
Unknown,mediarates_dataset,,4.0,,1,Text,,459,41.0,48,,3.3772,Medium
Unknown,mediarates_dataset,,14.0,,1,Video,,282,20.0,10,,2.021,Low
Unknown,mediarates_dataset,,17.0,,0,Text,,169,80.0,25,,3.1432,Medium
Unknown,mediarates_dataset,,20.0,,0,Image,,186,21.0,35,,0.8843,Low
Unknown,mediarates_dataset,,20.0,,1,Video,,174,37.0,32,,2.5241,Low
Unknown,mediarates_dataset,,5.0,,0,Text,,232,79.0,12,,2.6428,Low
Unknown,mediarates_dataset,,1.0,,0,Image,,161,7.0,39,,2.7257,Low
Unknown,mediarates_dataset,,16.0,,1,Video,,420,61.0,24,,2.6428,Low
Unknown,mediarates_dataset,,3.0,,1,Text,,390,16.0,41,,2.3477,Low
Unknown,mediarates_dataset,,1.0,,1,Image,,152,12.0,36,,3.5857,Medium
Unknown,mediarates_dataset,,14.0,,0,Text,,441,80.0,22,,4.3925,Medium
Unknown,mediarates_dataset,,19.0,,1,Video,,6,77.0,15,,1.9428,Low
Unknown,mediarates_dataset,,1.0,,0,Image,,243,44.0,0,,1.3025,Low
Unknown,mediarates_dataset,,3.0,,0,Image,,312,5.0,11,,1.5772,Low
Unknown,mediarates_dataset,,6.0,,0,Image,,15,71.0,7,,1.9426,Low
Unknown,mediarates_dataset,,12.0,,1,Image,,207,60.0,17,,1.1074,Low
Unknown,mediarates_dataset,,11.0,,0,Image,,42,14.0,47,,1.8328,Low
Unknown,mediarates_dataset,,12.0,,1,Text,,483,26.0,25,,2.4883,Low
Unknown,mediarates_dataset,,12.0,,0,Text,,306,5.0,2,,1.994,Low
Unknown,mediarates_dataset,,22.0,,1,Text,,456,68.0,25,,3.85,Medium
Unknown,mediarates_dataset,,21.0,,1,Text,,159,85.0,39,,1.1839,Low
Unknown,mediarates_dataset,,7.0,,1,Text,,224,22.0,10,,4.1347,Medium
Unknown,mediarates_dataset,,22.0,,0,Image,,44,46.0,12,,4.3644,Medium
Unknown,mediarates_dataset,,7.0,,0,Image,,213,4.0,36,,3.352,Medium
Unknown,mediarates_dataset,,16.0,,1,Video,,58,89.0,21,,1.6394,Low
Unknown,mediarates_dataset,,6.0,,1,Video,,103,5.0,1,,2.8741,Low
Unknown,mediarates_dataset,,8.0,,1,Text,,194,69.0,36,,2.6428,Low
Unknown,mediarates_dataset,,11.0,,0,Image,,412,58.0,6,,1.5493,Low
Unknown,mediarates_dataset,,18.0,,1,Text,,204,77.0,22,,2.0827,Low
Unknown,mediarates_dataset,,23.0,,0,Video,,78,12.0,39,,2.9457,Low
Unknown,mediarates_dataset,,7.0,,0,Text,,427,14.0,14,,1.48,Low
Unknown,mediarates_dataset,,19.0,,1,Image,,118,18.0,12,,2.0999,Low
Unknown,mediarates_dataset,,23.0,,0,Video,,132,19.0,40,,4.1399,Medium
Unknown,mediarates_dataset,,5.0,,0,Video,,467,31.0,14,,3.8543,Medium
Unknown,mediarates_dataset,,14.0,,1,Text,,330,43.0,6,,1.8625,Low
Unknown,mediarates_dataset,,10.0,,0,Text,,287,60.0,27,,2.6428,Low
Unknown,mediarates_dataset,,2.0,,1,Image,,27,16.0,31,,4.6846,Medium
Unknown,mediarates_dataset,,0.0,,1,Video,,16,64.0,47,,4.5647,Medium
Unknown,mediarates_dataset,,15.0,,0,Text,,89,31.0,20,,1.5444,Low
Unknown,mediarates_dataset,,2.0,,1,Text,,440,57.0,10,,2.368,Low
Unknown,mediarates_dataset,,4.0,,0,Video,,25,13.0,43,,0.902,Low
Unknown,mediarates_dataset,,11.0,,0,Image,,393,78.0,36,,1.5383,Low
Unknown,mediarates_dataset,,23.0,,1,Text,,338,39.0,28,,3.9752,Medium
Unknown,mediarates_dataset,,15.0,,1,Text,,460,79.0,47,,4.2241,Medium
Unknown,mediarates_dataset,,12.0,,1,Text,,180,91.0,44,,2.4245,Low
Unknown,mediarates_dataset,,4.0,,1,Text,,455,15.0,44,,3.1823,Medium
Unknown,mediarates_dataset,,23.0,,0,Image,,359,61.0,48,,0.9034,Low
Unknown,mediarates_dataset,,3.0,,0,Image,,67,3.0,26,,2.0181,Low
Unknown,mediarates_dataset,,20.0,,0,Video,,494,44.0,38,,0.9037,Low
Unknown,mediarates_dataset,,18.0,,0,Image,,458,95.0,22,,2.5683,Low
Unknown,mediarates_dataset,,18.0,,0,Image,,320,30.0,29,,4.7005,Medium
Unknown,mediarates_dataset,,8.0,,0,Image,,215,42.0,41,,0.5172,Low
Unknown,mediarates_dataset,,5.0,,0,Video,,46,65.0,25,,2.6428,Low
Unknown,mediarates_dataset,,21.0,,0,Image,,488,70.0,47,,4.3783,Medium
Unknown,mediarates_dataset,,1.0,,0,Image,,173,56.0,32,,2.647,Low
Unknown,mediarates_dataset,,10.0,,0,Image,,281,98.0,8,,3.5563,Medium
Unknown,mediarates_dataset,,23.0,,0,Image,,247,97.0,33,,0.5064,Low
Unknown,mediarates_dataset,,9.0,,1,Image,,53,42.0,12,,2.5231,Low
Unknown,mediarates_dataset,,22.0,,0,Text,,421,68.0,44,,4.9964,Medium
Unknown,mediarates_dataset,,13.0,,0,Video,,225,5.0,13,,1.762,Low
Unknown,mediarates_dataset,,4.0,,0,Video,,14,55.0,10,,1.2189,Low
Unknown,mediarates_dataset,,1.0,,1,Text,,121,22.0,3,,4.0678,Medium
Unknown,mediarates_dataset,,8.0,,1,Image,,276,5.0,32,,4.5759,Medium
Unknown,mediarates_dataset,,21.0,,1,Video,,389,14.0,7,,4.4658,Medium
Unknown,mediarates_dataset,,6.0,,1,Video,,293,39.0,36,,1.9771,Low
Unknown,mediarates_dataset,,8.0,,0,Image,,61,95.0,9,,1.0078,Low
Unknown,mediarates_dataset,,10.0,,0,Image,,77,5.0,14,,2.4342,Low
Unknown,mediarates_dataset,,11.0,,1,Image,,201,62.0,4,,1.7927,Low
Unknown,mediarates_dataset,,17.0,,1,Video,,396,10.0,18,,2.5404,Low
Unknown,mediarates_dataset,,18.0,,1,Video,,222,42.0,9,,4.9518,Medium
Unknown,mediarates_dataset,,15.0,,0,Video,,221,16.0,11,,0.7464,Low
Unknown,mediarates_dataset,,14.0,,0,Video,,2,95.0,3,,2.0976,Low
Unknown,mediarates_dataset,,4.0,,1,Image,,477,3.0,30,,2.6686,Low
Unknown,mediarates_dataset,,16.0,,1,Video,,234,4.0,22,,4.1229,Medium
Unknown,mediarates_dataset,,3.0,,0,Image,,107,31.0,11,,4.3276,Medium
Unknown,mediarates_dataset,,15.0,,1,Video,,160,85.0,33,,2.9775,Low
Unknown,mediarates_dataset,,14.0,,0,Text,,239,34.0,36,,1.8658,Low
Unknown,mediarates_dataset,,13.0,,0,Text,,330,21.0,2,,2.2932,Low
Unknown,mediarates_dataset,,11.0,,0,Image,,332,64.0,8,,1.9261,Low
Unknown,mediarates_dataset,,9.0,,0,Image,,10,21.0,42,,1.7851,Low
Unknown,mediarates_dataset,,7.0,,1,Text,,350,10.0,34,,4.8273,Medium
Unknown,mediarates_dataset,,13.0,,0,Image,,69,8.0,13,,2.8707,Low
Unknown,mediarates_dataset,,20.0,,0,Image,,271,75.0,28,,0.9974,Low
Unknown,mediarates_dataset,,15.0,,1,Image,,354,13.0,44,,2.5896,Low
Unknown,mediarates_dataset,,14.0,,0,Video,,251,96.0,49,,2.4496,Low
Unknown,mediarates_dataset,,22.0,,1,Text,,89,82.0,11,,1.9241,Low
Unknown,mediarates_dataset,,9.0,,1,Video,,331,68.0,33,,0.7343,Low
Unknown,mediarates_dataset,,13.0,,0,Video,,138,46.0,41,,0.5577,Low
Unknown,mediarates_dataset,,9.0,,1,Video,,356,86.0,0,,4.0799,Medium
Unknown,mediarates_dataset,,19.0,,0,Text,,273,24.0,31,,1.089,Low
Unknown,mediarates_dataset,,10.0,,1,Video,,18,27.0,25,,2.6428,Low
Unknown,mediarates_dataset,,15.0,,0,Video,,310,24.0,47,,4.3678,Medium
Unknown,mediarates_dataset,,8.0,,1,Text,,357,73.0,26,,3.694,Medium
Unknown,mediarates_dataset,,14.0,,1,Image,,373,77.0,23,,2.67,Low
Unknown,mediarates_dataset,,18.0,,1,Image,,153,93.0,45,,4.8886,Medium
Unknown,mediarates_dataset,,8.0,,0,Video,,389,40.0,41,,4.846,Medium
Unknown,mediarates_dataset,,3.0,,1,Video,,259,24.0,38,,1.4687,Low
Unknown,mediarates_dataset,,7.0,,0,Image,,58,97.0,22,,3.5424,Medium
Unknown,mediarates_dataset,,23.0,,1,Text,,124,9.0,21,,2.3225,Low
Unknown,mediarates_dataset,,7.0,,0,Image,,353,98.0,3,,4.6919,Medium
Unknown,mediarates_dataset,,18.0,,0,Text,,272,74.0,48,,0.9005,Low
Unknown,mediarates_dataset,,14.0,,1,Image,,106,10.0,8,,2.8019,Low
Unknown,mediarates_dataset,,21.0,,1,Text,,244,20.0,6,,2.6428,Low
Unknown,mediarates_dataset,,22.0,,1,Text,,335,85.0,22,,1.2044,Low
Unknown,mediarates_dataset,,15.0,,1,Image,,246,80.0,23,,1.2173,Low
Unknown,mediarates_dataset,,0.0,,0,Text,,7,75.0,30,,1.0452,Low
Unknown,mediarates_dataset,,14.0,,1,Text,,351,81.0,39,,4.5925,Medium
Unknown,mediarates_dataset,,20.0,,0,Text,,494,74.0,42,,2.3733,Low
Unknown,mediarates_dataset,,10.0,,1,Video,,93,15.0,33,,2.5198,Low
Unknown,mediarates_dataset,,4.0,,0,Text,,320,17.0,23,,3.1955,Medium
Unknown,mediarates_dataset,,17.0,,0,Video,,186,15.0,46,,4.5878,Medium
Unknown,mediarates_dataset,,4.0,,1,Text,,241,46.0,26,,1.9715,Low
Unknown,mediarates_dataset,,21.0,,1,Text,,92,41.0,15,,1.7384,Low
Unknown,mediarates_dataset,,13.0,,0,Video,,43,59.0,43,,3.3525,Medium
Unknown,mediarates_dataset,,4.0,,0,Text,,136,76.0,29,,0.8236,Low
Unknown,mediarates_dataset,,23.0,,0,Video,,73,1.0,2,,4.8099,Medium
Unknown,mediarates_dataset,,19.0,,0,Video,,425,78.0,49,,1.3084,Low
Unknown,mediarates_dataset,,17.0,,1,Image,,254,71.0,48,,3.1013,Medium
Unknown,mediarates_dataset,,1.0,,0,Image,,170,6.0,11,,4.8109,Medium
Unknown,mediarates_dataset,,22.0,,0,Image,,169,62.0,30,,3.29,Medium
Unknown,mediarates_dataset,,12.0,,0,Video,,251,11.0,43,,2.031,Low
Unknown,mediarates_dataset,,20.0,,1,Video,,455,62.0,14,,1.36,Low
Unknown,mediarates_dataset,,7.0,,0,Image,,90,35.0,27,,2.6428,Low
Unknown,mediarates_dataset,,16.0,,1,Video,,100,7.0,36,,1.4265,Low
Unknown,mediarates_dataset,,22.0,,1,Image,,376,89.0,14,,2.5947,Low
Unknown,mediarates_dataset,,5.0,,0,Image,,348,79.0,16,,4.7444,Medium
Unknown,mediarates_dataset,,7.0,,1,Image,,450,35.0,49,,4.6928,Medium
Unknown,mediarates_dataset,,12.0,,0,Video,,140,92.0,12,,2.112,Low
Unknown,mediarates_dataset,,7.0,,0,Video,,172,46.0,18,,1.1723,Low
Unknown,mediarates_dataset,,5.0,,0,Video,,227,29.0,44,,2.5726,Low
Unknown,mediarates_dataset,,22.0,,1,Text,,264,22.0,17,,4.5534,Medium
Unknown,mediarates_dataset,,9.0,,0,Video,,247,13.0,35,,2.2261,Low
Unknown,mediarates_dataset,,0.0,,1,Text,,154,70.0,19,,4.5331,Medium
Unknown,mediarates_dataset,,12.0,,0,Image,,498,36.0,44,,2.6428,Low
Unknown,mediarates_dataset,,2.0,,0,Image,,128,28.0,43,,1.9403,Low
Unknown,mediarates_dataset,,18.0,,0,Image,,159,66.0,6,,2.398,Low
Unknown,mediarates_dataset,,4.0,,0,Text,,92,99.0,3,,1.3981,Low
Unknown,mediarates_dataset,,10.0,,0,Text,,326,46.0,33,,0.67,Low
Unknown,mediarates_dataset,,5.0,,0,Text,,403,76.0,31,,1.5394,Low
Unknown,mediarates_dataset,,2.0,,1,Text,,116,20.0,41,,4.1086,Medium
Unknown,mediarates_dataset,,4.0,,0,Image,,93,63.0,40,,4.3317,Medium
Unknown,mediarates_dataset,,12.0,,1,Image,,112,54.0,4,,4.9003,Medium
Unknown,mediarates_dataset,,5.0,,0,Image,,358,28.0,9,,1.4025,Low
Unknown,mediarates_dataset,,13.0,,0,Image,,16,62.0,20,,2.2071,Low
Unknown,mediarates_dataset,,14.0,,0,Image,,467,15.0,38,,0.7181,Low
Unknown,mediarates_dataset,,20.0,,0,Video,,90,68.0,20,,3.0465,Medium
Unknown,mediarates_dataset,,16.0,,1,Text,,81,53.0,29,,3.27,Medium
Unknown,mediarates_dataset,,6.0,,1,Text,,113,44.0,8,,3.4212,Medium
Unknown,mediarates_dataset,,0.0,,0,Text,,57,86.0,4,,2.6428,Low
Unknown,mediarates_dataset,,4.0,,1,Text,,364,12.0,39,,0.9208,Low
Unknown,mediarates_dataset,,18.0,,1,Image,,403,42.0,37,,2.422,Low
Unknown,mediarates_dataset,,7.0,,1,Image,,115,61.0,42,,1.0794,Low
Unknown,mediarates_dataset,,18.0,,1,Image,,265,99.0,35,,2.6383,Low
Unknown,mediarates_dataset,,11.0,,1,Video,,314,21.0,49,,1.9277,Low
Unknown,mediarates_dataset,,3.0,,1,Image,,104,35.0,13,,1.8952,Low
Unknown,mediarates_dataset,,22.0,,1,Video,,388,72.0,32,,4.1539,Medium
Unknown,mediarates_dataset,,12.0,,0,Text,,192,37.0,42,,3.5285,Medium
Unknown,mediarates_dataset,,15.0,,1,Video,,236,19.0,9,,1.1143,Low
Unknown,mediarates_dataset,,14.0,,1,Video,,220,31.0,5,,4.4712,Medium
Unknown,mediarates_dataset,,12.0,,1,Image,,67,3.0,0,,0.5905,Low
Unknown,mediarates_dataset,,22.0,,0,Image,,434,86.0,15,,4.1873,Medium
Unknown,mediarates_dataset,,22.0,,1,Text,,148,74.0,45,,2.1192,Low
Unknown,mediarates_dataset,,22.0,,1,Image,,75,21.0,19,,3.5479,Medium
Unknown,mediarates_dataset,,14.0,,1,Image,,370,67.0,24,,4.8019,Medium
Unknown,mediarates_dataset,,2.0,,0,Text,,402,92.0,27,,2.891,Low
Unknown,mediarates_dataset,,6.0,,1,Image,,108,43.0,4,,2.2987,Low
Unknown,mediarates_dataset,,13.0,,1,Video,,198,76.0,17,,3.3895,Medium
Unknown,mediarates_dataset,,17.0,,0,Image,,302,41.0,46,,1.8417,Low
Unknown,mediarates_dataset,,18.0,,1,Video,,326,8.0,5,,1.0691,Low
Unknown,mediarates_dataset,,13.0,,1,Text,,153,94.0,28,,4.2915,Medium
Unknown,mediarates_dataset,,5.0,,1,Image,,132,67.0,32,,3.4721,Medium
Unknown,mediarates_dataset,,19.0,,0,Video,,131,30.0,2,,3.2076,Medium
Unknown,mediarates_dataset,,17.0,,0,Text,,278,34.0,41,,0.7731,Low
Unknown,mediarates_dataset,,21.0,,0,Image,,241,30.0,39,,3.869,Medium
Unknown,mediarates_dataset,,18.0,,0,Image,,115,82.0,2,,2.6428,Low
Unknown,mediarates_dataset,,1.0,,0,Video,,40,65.0,44,,2.9147,Low
Unknown,mediarates_dataset,,7.0,,1,Video,,367,58.0,19,,4.7067,Medium
